ID	Pathogen	Pathogen Taxonomy	Source	Taxonomy ID	Transmission Method	Host/Reservoir	Taxonomy ID	Disease	Anatomy	Symptoms/Documentation/Attributes
TI:0000349	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Ovis aries musimon	9938	Melioidosis	digestive system	PMID:15525357
TI:0000348	Burkholderia pseudomallei	28450	air		indirect: airborne	Ovis aries musimon	9938	Melioidosis	unknown	PMID:15525357
TI:0000347	Burkholderia pseudomallei	28450	not curated		direct: contact	Ovis aries musimon	9938	Melioidosis	unknown	PMID:15525357
TI:0000346	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Rodentia	9989	Melioidosis	digestive system	PMID:15525357
TI:0000345	Burkholderia pseudomallei	28450	air		indirect: airborne	Rodentia	9989	Melioidosis	unknown	PMID:15525357
TI:0000344	Burkholderia pseudomallei	28450	not curated		direct: contact	Rodentia	9989	Melioidosis	unknown	PMID:15525357
TI:0000343	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Rattus	10114	Melioidosis	digestive system	PMID:15525357
TI:0000342	Burkholderia pseudomallei	28450	air		indirect: airborne	Rattus	10114	Melioidosis	unknown	PMID:15525357
TI:0000341	Burkholderia pseudomallei	28450	not curated		direct: contact	Rattus	10114	Melioidosis	unknown	PMID:15525357
TI:0000340	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Trichoglossus	176048	Melioidosis	digestive system	PMID:10674644
TI:0000339	Burkholderia pseudomallei	28450	air		indirect: airborne	Trichoglossus	176048	Melioidosis	unknown	PMID:10674644
TI:0000338	Burkholderia pseudomallei	28450	not curated		direct: contact	Trichoglossus	176048	Melioidosis	unknown	PMID:10674644
TI:0000337	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Crocodylidae	8493	Melioidosis	digestive system	PMID:15525357
TI:0000336	Burkholderia pseudomallei	28450	air		indirect: airborne	Crocodylidae	8493	Melioidosis	unknown	PMID:15525357
TI:0000335	Burkholderia pseudomallei	28450	not curated		direct: contact	Crocodylidae	8493	Melioidosis	unknown	PMID:10674644,PMID:15525357
TI:0000334	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Aves	8782	Melioidosis	digestive system	
TI:0000333	Burkholderia pseudomallei	28450	air		indirect: airborne	Aves	8782	Melioidosis	unknown	
TI:0000332	Burkholderia pseudomallei	28450	not curated		direct: contact	Aves	8782	Melioidosis	unknown	PMID:10674644
TI:0000331	Burkholderia pseudomallei	28450	not curated		indirect: vehicle-borne medical	Felis catus	9685	Melioidosis	unknown	PMID:10674644
TI:0000330	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Felis catus	9685	Melioidosis	digestive system	PMID:15525357
TI:0000329	Burkholderia pseudomallei	28450	air		indirect: airborne	Felis catus	9685	Melioidosis	unknown	PMID:15525357
TI:0000328	Burkholderia pseudomallei	28450	not curated		direct: contact	Felis catus	9685	Melioidosis	unknown	PMID:10674644,PMID:15525357,PMID:15831829
TI:0000327	Burkholderia pseudomallei	28450	unknown		unknown	Felis catus	9685	Melioidosis	lymph node	PMID:15525357
TI:0000326	Burkholderia pseudomallei	28450	unknown		unknown	Felis catus	9685	Melioidosis	spleen	PMID:15525357
TI:0000325	Burkholderia pseudomallei	28450	unknown		unknown	Felis catus	9685	Melioidosis	liver	PMID:15525357
TI:0000324	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Canis lupus familiaris	9615	Melioidosis	digestive system	PMID:15525357
TI:0000323	Burkholderia pseudomallei	28450	air		indirect: airborne	Canis lupus familiaris	9615	Melioidosis	unknown	PMID:15525357
TI:0000322	Burkholderia pseudomallei	28450	not curated		direct: contact	Canis lupus familiaris	9615	Melioidosis	unknown	PMID:10674644,PMID:15525357,PMID:15831829
TI:0000321	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Bos taurus	9913	Melioidosis	digestive system	PMID:15525357
TI:0000320	Burkholderia pseudomallei	28450	air		indirect: airborne	Bos taurus	9913	Melioidosis	unknown	PMID:15525357
TI:0000319	Burkholderia pseudomallei	28450	not curated		direct: contact	Bos taurus	9913	Melioidosis	unknown	PMID:10674644,PMID:15525357,PMID:15831829
TI:0000318	Burkholderia pseudomallei	28450	unknown		unknown	Suidae	9821	Melioidosis	liver	PMID:15525357
TI:0000317	Burkholderia pseudomallei	28450	unknown		unknown	Suidae	9821	Melioidosis	brain	PMID:15525357
TI:0000316	Burkholderia pseudomallei	28450	unknown		unknown	Suidae	9821	Melioidosis	spleen	PMID:15525357
TI:0000315	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Suidae	9821	Melioidosis	lymph node	PMID:15525357
TI:0000314	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Suidae	9821	Melioidosis	digestive system	PMID:15525357
TI:0000313	Burkholderia pseudomallei	28450	air		indirect: airborne	Suidae	9821	Melioidosis	lung	PMID:15525357
TI:0000312	Burkholderia pseudomallei	28450	air		indirect: airborne	Suidae	9821	Melioidosis	respiratory system	PMID:15525357
TI:0000311	Burkholderia pseudomallei	28450	not curated		direct: contact	Suidae	9821	Melioidosis	unknown	PMID:10674644,PMID:15525357,PMID:15831829
TI:0000310	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Equus caballus	9796	Melioidosis	digestive system	PMID:15525357
TI:0000309	Burkholderia pseudomallei	28450	air		indirect: airborne	Equus caballus	9796	Melioidosis	unknown	PMID:15525357
TI:0000308	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Capra hircus	9925	Melioidosis	digestive system	PMID:15525357
TI:0000307	Burkholderia pseudomallei	28450	air		indirect: airborne	Capra hircus	9925	Melioidosis	unknown	PMID:15525357
TI:0000306	Burkholderia pseudomallei	28450	not curated		direct: contact	Capra hircus	9925	Melioidosis	unknown	PMID:15525357,PMID:15831829
TI:0000305	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Ovis aries	9940	Melioidosis	digestive system	PMID:15525357
TI:0000304	Burkholderia pseudomallei	28450	air		indirect: airborne	Ovis aries	9940	Melioidosis	unknown	PMID:15525357
TI:0000303	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Cacatua galerita	141274	Melioidosis	digestive system	
TI:0000302	Burkholderia pseudomallei	28450	air		indirect: airborne	Cacatua galerita	141274	Melioidosis	unknown	
TI:0000301	Burkholderia pseudomallei	28450	not curated		direct: contact	Cacatua galerita	141274	Melioidosis	unknown	PMID:10674644,PMID:15525357,PMID:15831829
TI:0000300	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Eolophus roseicapillus	176039	Melioidosis	digestive system	PMID:15525357
TI:0000299	Burkholderia pseudomallei	28450	air		indirect: airborne	Eolophus roseicapillus	176039	Melioidosis	unknown	PMID:15525357
TI:0000298	Burkholderia pseudomallei	28450	not curated		direct: contact	Eolophus roseicapillus	176039	Melioidosis	unknown	PMID:10674644,PMID:15525357,PMID:15831829
TI:0000297	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Dama dama	30532	Melioidosis	digestive system	PMID:15525357
TI:0000296	Burkholderia pseudomallei	28450	air		indirect: airborne	Dama dama	30532	Melioidosis	unknown	PMID:15525357
TI:0000295	Burkholderia pseudomallei	28450	not curated		direct: contact	Dama dama	30532	Melioidosis	unknown	PMID:15525357
TI:0000294	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Cervus nippon	9863	Melioidosis	digestive system	PMID:15525357
TI:0000293	Burkholderia pseudomallei	28450	air		indirect: airborne	Cervus nippon	9863	Melioidosis	unknown	PMID:15525357
TI:0000292	Burkholderia pseudomallei	28450	not curated		direct: contact	Cervus nippon	9863	Melioidosis	unknown	PMID:15525357
TI:0000291	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Cervidae	9850	Melioidosis	digestive system	PMID:15525357
TI:0000290	Burkholderia pseudomallei	28450	air		indirect: airborne	Cervidae	9850	Melioidosis	unknown	PMID:15525357
TI:0000289	Burkholderia pseudomallei	28450	not curated		direct: contact	Cervidae	9850	Melioidosis	unknown	PMID:10674644,PMID:15525357,PMID:15831829
TI:0000288	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Lama pacos	30538	Melioidosis	digestive system	PMID:10674644,PMID:15831829
TI:0000287	Burkholderia pseudomallei	28450	air		indirect: airborne	Lama pacos	30538	Melioidosis	unknown	PMID:10674644,PMID:15831829
TI:0000286	Burkholderia pseudomallei	28450	not curated		direct: contact	Lama pacos	30538	Melioidosis	unknown	PMID:10674644,PMID:15831829
TI:0000285	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Phascolarctidae	38624	Melioidosis	digestive system	PMID:15525357
TI:0000284	Burkholderia pseudomallei	28450	air		indirect: airborne	Phascolarctidae	38624	Melioidosis	unknown	PMID:15525357
TI:0000283	Burkholderia pseudomallei	28450	not curated		direct: contact	Phascolarctidae	38624	Melioidosis	unknown	PMID:10674644,PMID:15525357,PMID:15831829
TI:0000282	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Dendrolagus	38603	Melioidosis	digestive system	PMID:15525357
TI:0000281	Burkholderia pseudomallei	28450	air		indirect: airborne	Dendrolagus	38603	Melioidosis	unknown	PMID:15525357
TI:0000280	Burkholderia pseudomallei	28450	not curated		direct: contact	Dendrolagus	38603	Melioidosis	unknown	PMID:15525357
TI:0000279	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Macropus sp.	9322	Melioidosis	digestive system	PMID:15525357
TI:0000278	Burkholderia pseudomallei	28450	air		indirect: airborne	Macropus sp.	9322	Melioidosis	unknown	PMID:15525357
TI:0000277	Burkholderia pseudomallei	28450	not curated		direct: contact	Macropus sp.	9322	Melioidosis	unknown	PMID:10674644,PMID:15525357,PMID:15831829
TI:0000276	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Camelus dromedarius	9838	Melioidosis	digestive system	PMID:15525357
TI:0000275	Burkholderia pseudomallei	28450	air		indirect: airborne	Camelus dromedarius	9838	Melioidosis	unknown	PMID:15525357
TI:0000274	Burkholderia pseudomallei	28450	not curated		direct: contact	Camelus dromedarius	9838	Melioidosis	unknown	PMID:15525357
TI:0000273	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Camelus	9836	Melioidosis	digestive system	PMID:15525357
TI:0000272	Burkholderia pseudomallei	28450	not curated		direct: contact	Camelus	9836	Melioidosis	unknown	PMID:10674644,PMID:15525357,PMID:15831829
TI:0000271	Burkholderia pseudomallei	28450	unknown		unknown	Cetacea	9721	Melioidosis	kidney	PMID:10860161,PMID:15525357
TI:0000270	Burkholderia pseudomallei	28450	unknown		unknown	Cetacea	9721	Melioidosis	lymph node	PMID:10860161,PMID:15525357
TI:0000269	Burkholderia pseudomallei	28450	unknown		unknown	Cetacea	9721	Melioidosis	lung	PMID:10860161,PMID:15525357
TI:0000268	Burkholderia pseudomallei	28450	unknown		unknown	Cetacea	9721	Melioidosis	spleen	PMID:10860161,PMID:15525357
TI:0000267	Burkholderia pseudomallei	28450	unknown		unknown	Cetacea	9721	Melioidosis	liver	PMID:10860161,PMID:15525357
TI:0000266	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Cetacea	9721	Melioidosis	digestive system	PMID:10860161,PMID:15525357
TI:0000265	Burkholderia pseudomallei	28450	air		indirect: airborne	Cetacea	9721	Melioidosis	unknown	PMID:10860161,PMID:15525357
TI:0000264	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Simiiformes	314293	Melioidosis	digestive system	PMID:15525357
TI:0000263	Burkholderia pseudomallei	28450	air		indirect: airborne	Simiiformes	314293	Melioidosis	unknown	PMID:15525357
TI:0000262	Burkholderia pseudomallei	28450	not curated		direct: contact	Simiiformes	314293	Melioidosis	unknown	PMID:15525357
TI:0000261	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Wallabia	9329	Melioidosis	digestive system	PMID:15525357
TI:0000260	Burkholderia pseudomallei	28450	air		indirect: airborne	Wallabia	9329	Melioidosis	unknown	PMID:15525357
TI:0000259	Burkholderia pseudomallei	28450	not curated		direct: contact	Wallabia	9329	Melioidosis	unknown	PMID:10674644,PMID:15525357
TI:0000258	Burkholderia pseudomallei	28450	Arthropoda	6656	vector-borne	Homo sapiens	9606	Melioidosis	unknown	PMID:15525357
TI:0000257	Burkholderia pseudomallei	28450	Homo sapiens	9606	direct: congenital	Homo sapiens	9606	Melioidosis	unknown	PMID:15831829,PMID:16006713
TI:0000256	Burkholderia pseudomallei	28450	not curated		indirect: vehicle-borne medical	Homo sapiens	9606	Melioidosis	unknown	PMID:15831829
TI:0000255	Burkholderia pseudomallei	28450	aerosol		direct: droplet spread	Homo sapiens	9606	Melioidosis	unknown	PMID:15831829
TI:0000254	Burkholderia pseudomallei	28450	unknown		unknown	Homo sapiens	9606	Melioidosis	lymph node	PMID:15525357
TI:0000253	Burkholderia pseudomallei	28450	air		indirect: airborne	Homo sapiens	9606	Melioidosis	lung	PMID:11574624,PMID:15525357
TI:0000252	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Homo sapiens	9606	Melioidosis	liver	PMID:15525357
TI:0000251	Burkholderia pseudomallei	28450	unknown		unknown	Homo sapiens	9606	Melioidosis	spleen	PMID:15525357
TI:0000250	Burkholderia pseudomallei	28450	food		indirect: vehicle-borne ingestion	Homo sapiens	9606	Melioidosis	digestive system	PMID:10674644,PMID:14516149,PMID:15525357,PMID:15831829,PMID:16006713
TI:0000249	Burkholderia pseudomallei	28450	air		indirect: airborne	Homo sapiens	9606	Melioidosis	respiratory system	PMID:10674644,PMID:14516149,PMID:15525357,PMID:15831829,PMID:16006713
TI:0000248	Burkholderia pseudomallei	28450	unknown		unknown	Homo sapiens	9606	Melioidosis	bone	
TI:0000247	Burkholderia pseudomallei	28450	unknown		unknown	Homo sapiens	9606	Melioidosis	urogenital system	PMID:14516149,PMID:15831829
TI:0000246	Burkholderia pseudomallei	28450	unknown		unknown	Homo sapiens	9606	Melioidosis	prostate	PMID:14516149,PMID:15831829
TI:0000245	Burkholderia pseudomallei	28450	not curated		direct: contact	Homo sapiens	9606	Melioidosis	skin	PMID:14516149,PMID:15831829
TI:0000244	Burkholderia pseudomallei	28450	unknown		unknown	Homo sapiens	9606	Melioidosis	unknown	
TI:0000243	Burkholderia pseudomallei	28450	air		indirect: airborne	Homo sapiens	9606	Pneumonia	respiratory system	PMID:14516149,PMID:15831829
II:0012573	Burkholderia pseudomallei	28450				Ovis aries musimon	9938	not curated		
II:0012291	Burkholderia pseudomallei	28450				Camelus dromedarius	9838	not curated		
II:0012582	Burkholderia pseudomallei	28450				Ailuropoda melanoleuca	9646	not curated		
II:0012677	Burkholderia pseudomallei	28450				Testudinidae	8487	not curated		
II:0012397	Burkholderia pseudomallei	28450				Canis lupus familiaris	9615	not curated		
II:0012598	Burkholderia pseudomallei	28450				Sus scrofa	9823	not curated		
II:0012686	Burkholderia pseudomallei	28450				water		not curated		
II:0012549	Burkholderia pseudomallei	28450				Macropus sp.	9322	not curated		
II:0012683	Burkholderia pseudomallei	28450				Macropodidae	9307	not curated		
II:0012419	Burkholderia pseudomallei	28450				Dama dama	30532	not curated		
II:0012671	Burkholderia pseudomallei	28450				Cacatua galerita	141274	not curated		
II:0012585	Burkholderia pseudomallei	28450				Spheniscidae	9231	not curated		
II:0012581	Burkholderia pseudomallei	28450				Lagenorhynchus obliquidens	90247	not curated		
II:0012678	Burkholderia pseudomallei	28450				Dendrolagus	38603	not curated		
II:0012329	Burkholderia pseudomallei	28450				Felis catus	9685	not curated		
II:0012316	Burkholderia pseudomallei	28450				Tursiops truncatus	9739	not curated		
II:0012461	Burkholderia pseudomallei	28450				Equus caballus	9796	not curated		
II:0012383	Burkholderia pseudomallei	28450				Cervidae	9850	not curated		
II:0012340	Burkholderia pseudomallei	28450				Bos taurus	9913	not curated		
II:0012578	Burkholderia pseudomallei	28450				Oryx	9957	not curated		
II:0012605	Burkholderia pseudomallei	28450				Phocoenidae	9740	not curated		
II:0012432	Burkholderia pseudomallei	28450				Capra hircus	9925	not curated		
II:0012715	Burkholderia pseudomallei	28450				Equus subg. Hippotigris	35506	not curated		
II:0012657	Burkholderia pseudomallei	28450				Cervus nippon	9863	not curated		
II:0012646	Burkholderia pseudomallei	28450				Ovis aries	9940	not curated		
II:0012374	Burkholderia pseudomallei	28450				Cacatuidae	35549	not curated		
II:0012306	Burkholderia pseudomallei	28450				Aves	8782	not curated		
II:0012584	Burkholderia pseudomallei	28450				Psittacidae	9224	not curated		
II:0012425	Burkholderia pseudomallei	28450				Eolophus roseicapillus	176039	not curated		
II:0012635	Burkholderia pseudomallei	28450				Rodentia	9989	not curated		
II:0012551	Burkholderia pseudomallei	28450				Phascolarctos cinereus	38626	not curated		
II:0012621	Burkholderia pseudomallei	28450				Rattus	10114	not curated		
II:0012559	Burkholderia pseudomallei	28450				Trichoglossus	176048	not curated		
II:0012420	Burkholderia pseudomallei	28450				Pseudorca crassidens	82174	not curated		
II:0012429	Burkholderia pseudomallei	28450				Hylobates sp.	9581	not curated		
II:0012550	Burkholderia pseudomallei	28450				Orcinus orca	9733	not curated		
II:0012379	Burkholderia pseudomallei	28450				Crocodylidae	8493	not curated		
II:0012319	Burkholderia pseudomallei	28450				Zalophus californianus	9704	not curated		
II:0012696	Burkholderia pseudomallei	28450				Cetacea	9721	not curated		
II:0012288	Burkholderia pseudomallei	28450				Lama pacos	30538	not curated		
II:0012441	Burkholderia pseudomallei	28450				Halichoerus grypus	9711	not curated		
II:0012399	Burkholderia pseudomallei	28450				Delphinidae	9726	not curated		
II:0012572	Burkholderia pseudomallei	28450				Haplorrhini	376913	not curated		
II:0012661	Burkholderia pseudomallei	28450				Trionychidae	34907	not curated		
II:0012298	Burkholderia pseudomallei	28450				Ursidae	9632	not curated		
TI:0000429	Burkholderia pseudomallei (Ara+ biotype)	95163	unknown		unknown	Homo sapiens	9606	Melioidosis	unknown	PMID:10325345,PMID:11504398,PMID:15213162
II:0012501	Burkholderia pseudomallei (Ara+ biotype)	95163				Homo sapiens	9606	not curated		
TI:0000430	Burkholderia pseudomallei 1106a	357348	unknown		unknown	Homo sapiens	9606	Melioidosis	liver	
TI:0000431	Burkholderia pseudomallei 1106b	357347	unknown		unknown	Homo sapiens	9606	Melioidosis	liver	
TI:0000432	Burkholderia pseudomallei 1655	331109	unknown		unknown	Homo sapiens	9606	Melioidosis	respiratory system	
TI:0000433	Burkholderia pseudomallei 1710a	320371	unknown		unknown	Homo sapiens	9606	Melioidosis	respiratory system	
TI:0000434	Burkholderia pseudomallei 1710b	320372	unknown		unknown	Homo sapiens	9606	Melioidosis	blood	
TI:0000435	Burkholderia pseudomallei 406e	360118	unknown		unknown	Homo sapiens	9606	Melioidosis	unknown	PMID:15213162
TI:0000436	Burkholderia pseudomallei 668	320373	unknown		unknown	Homo sapiens	9606	Melioidosis	central nervous system	
TI:0000437	Burkholderia pseudomallei K96243	272560	unknown		unknown	Homo sapiens	9606	Melioidosis	unknown	PMID:15175308,PMID:15377794,PMID:15937190
